AMB_220712_18mo_12D_13B_2_P1-1-K9-A1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-A1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-A13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-A13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-A14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-A14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-A2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-A2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-B1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-B1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-B13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-B13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-B14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-B14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-B2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-B2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-C1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-C1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-C13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-C13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-C14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-C14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-C2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-C2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-D1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-D1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-D13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-D13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-D14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-D14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-D2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-D2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-E1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-E1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-E13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-E13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-E14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-E14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-E2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-E2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-F1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-F1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-F13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-F13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-F14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-F14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-F2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-F2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-G1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-G1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-G13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-G13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-G14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-G14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-G2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-G2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-H1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-H1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-H13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-H13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-H14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-H14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-H2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-H2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-I1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-I1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-I13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-I13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-I14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-I14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-I2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-I2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-J1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-J1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-J13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-J13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-J14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-J14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-J2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-J2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-K1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-K1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-K13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-K13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-K14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-K14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-K2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-K2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-L1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-L1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-L13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-L13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-L14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-L14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-L2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-L2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-M1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-M1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-M13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-M13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-M14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-M14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-M2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-M2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-N1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-N1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-N13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-N13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-N14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-N14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-N2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-N2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-O1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-O1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-O13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-O13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-O14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-O14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-O2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-O2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-P1	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-P1.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-P13	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-P13.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-P14	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-P14.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-1-K9-P2	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-1-K9-P2.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-A15	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-A15.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-A16	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-A16.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-A3	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-A3.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-A4	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-A4.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-B15	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-B15.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-B16	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-B16.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-B3	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-B3.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-B4	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-B4.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-C15	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-C15.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-C16	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-C16.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-C3	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-C3.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-C4	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-C4.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-D15	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-D15.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-D16	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-D16.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-D3	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-D3.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-D4	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-D4.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-E15	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-E15.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-E16	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-E16.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-E3	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-E3.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-E4	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-E4.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-F15	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-F15.contact.rmbkl.tsv.gz
AMB_220712_18mo_12D_13B_2_P1-2-K9-F16	/data/female-amb/female-m3c-rmbkl/pool_amb64/AMB_220712_18mo_12D_13B_2_P1-2-K9-F16.contact.rmbkl.tsv.gz
