/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000000/mapping_000000/allc/AMB_220405_8wk_5E_6E_1_P1-1-K15-H2.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000002/mapping_000002/allc/AMB_220405_8wk_5E_6E_1_P1-2-K15-M16.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000003/mapping_000003/allc/AMB_220405_8wk_5E_6E_1_P1-3-K15-O6.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000004/mapping_000004/allc/AMB_220405_8wk_5E_6E_1_P1-4-K15-H20.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000004/mapping_000004/allc/AMB_220405_8wk_5E_6E_1_P1-4-K15-I19.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000005/mapping_000005/allc/AMB_220405_8wk_5E_6E_1_P1-5-K15-D21.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000005/mapping_000005/allc/AMB_220405_8wk_5E_6E_1_P1-5-K15-E10.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000005/mapping_000005/allc/AMB_220405_8wk_5E_6E_1_P1-5-K15-F9.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000007/mapping_000007/allc/AMB_220405_8wk_5E_6E_1_P1-6-K15-E12.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000007/mapping_000007/allc/AMB_220405_8wk_5E_6E_1_P1-6-K15-F24.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000011/mapping_000011/allc/AMB_220405_8wk_5E_6E_1_P5-3-C23-J18.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000011/mapping_000011/allc/AMB_220405_8wk_5E_6E_1_P5-3-C23-N18.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000012/mapping_000012/allc/AMB_220405_8wk_5E_6E_1_P5-4-C23-G7.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000012/mapping_000012/allc/AMB_220405_8wk_5E_6E_1_P5-4-C23-J8.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000014/mapping_000014/allc/AMB_220405_8wk_5E_6E_1_P5-6-C23-A12.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000015/mapping_000015/allc/AMB_220405_8wk_5E_6E_1_P5-6-C23-G24.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000015/mapping_000015/allc/AMB_220405_8wk_5E_6E_1_P5-6-C23-J24.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000015/mapping_000015/allc/AMB_220405_8wk_5E_6E_1_P5-6-C23-L12.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000019/mapping_000019/allc/AMB_220405_8wk_5E_6E_1_P6-3-I2-L6.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000020/mapping_000020/allc/AMB_220405_8wk_5E_6E_1_P6-4-I2-A8.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000020/mapping_000020/allc/AMB_220405_8wk_5E_6E_1_P6-4-I2-K19.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000023/mapping_000023/allc/AMB_220405_8wk_5E_6E_1_P6-6-I2-M24.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000024/mapping_000024/allc/AMB_220405_8wk_5E_6E_1_P7-1-C10-C14.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000024/mapping_000024/allc/AMB_220405_8wk_5E_6E_1_P7-1-C10-D13.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000024/mapping_000024/allc/AMB_220405_8wk_5E_6E_1_P7-1-C10-F2.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000025/mapping_000025/allc/AMB_220405_8wk_5E_6E_1_P7-1-C10-M14.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000025/mapping_000025/allc/AMB_220405_8wk_5E_6E_1_P7-2-C10-E15.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000025/mapping_000025/allc/AMB_220405_8wk_5E_6E_1_P7-2-C10-F15.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000025/mapping_000025/allc/AMB_220405_8wk_5E_6E_1_P7-2-C10-F3.allc.tsv.gz	OPC-NN.8wk
/data/female-amb/AMB-F-mapping/pool_amb38/mapping_000025/mapping_000025/allc/AMB_220405_8wk_5E_6E_1_P7-2-C10-H4.allc.tsv.gz	OPC-NN.8wk
