,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,_type
0,GO_Biological_Process_2018,nervous system development (GO:0007399),17/455,2.0064858210105205e-06,0.0024559386449168,0,0,4.296020874103066,56.36003791643671,KIRREL3;CHST8;BARHL1;STMN3;NRXN2;PAX6;GRHL2;NPAS1;FGF17;SDK1;SHH;APBA1;SHANK3;FGFR2;FGFR1;CBLN1;SHANK1,Hyper
1,GO_Biological_Process_2018,central nervous system development (GO:0007417),11/217,8.377150582397532e-06,0.0051268161564272,0,0,5.782921203668938,67.60236464241436,CHST8;DMRTA2;SHH;TBR1;PAX6;GRHL2;NPAS1;MDGA1;FGFR2;GRIN2D;FGFR1,Hyper
2,GO_Biological_Process_2018,positive regulation of transcription from RNA polymerase II promoter (GO:0045944),22/848,2.2889606487503536e-05,0.0090673464824612,0,0,2.9739638228172627,31.77629078185278,TFAP2A;EGR1;FOXC1;NFIX;AUTS2;CTBP2;EBF1;NFATC2;PAX6;EBF4;FOS;KLF14;GRHL2;NPAS1;NFATC4;TNFRSF1A;RPS6KA4;SHH;CAMTA1;IRF6;ZFPM1;FGFR2,Hyper
3,GO_Biological_Process_2018,postsynaptic density assembly (GO:0097107),3/7,2.96318512498734e-05,0.0090673464824612,0,0,78.58730158730158,819.4031305061815,NRXN2;SHANK3;SHANK1,Hyper
4,GO_Biological_Process_2018,long-term synaptic potentiation (GO:0060291),4/21,4.33496591765999e-05,0.0096034390656784,0,0,24.76971214017522,248.84177232687145,SHANK3;GRIN2D;SLC8A2;SHANK1,Hyper
5,GO_Biological_Process_2018,regulation of long term synaptic depression (GO:1900452),3/8,4.707568169450221e-05,0.0096034390656784,0,0,62.86666666666667,626.3880016235561,KCNB1;SHANK3;CBLN1,Hyper
6,GO_Biological_Process_2018,postsynaptic density organization (GO:0097106),3/9,7.011432385121074e-05,0.0103708956332081,0,0,52.386243386243386,501.09450550794986,NRXN2;SHANK3;SHANK1,Hyper
7,GO_Biological_Process_2018,"positive regulation of transcription, DNA-templated (GO:0045893)",25/1120,7.387055824661015e-05,0.0103708956332081,0,0,2.558308041451344,24.33768636216431,FOXC1;NFIX;CTBP2;NPAS1;RPS6KA4;SHH;CAMTA1;TFAP2A;EGR1;FZD2;AUTS2;FZD7;EBF1;NFATC2;ESRRG;PAX6;EBF4;FOS;KLF14;GRHL2;NFATC4;TNFRSF1A;LHX2;IRF6;FGFR2,Hyper
8,GO_Biological_Process_2018,regulation of transcription from RNA polymerase II promoter (GO:0006357),30/1478,7.625658553829505e-05,0.0103708956332081,0,0,2.348066298342541,22.26297171745097,BARHL1;FOXC1;NFIX;CTBP2;BMI1;NPAS1;RPS6KA4;SHH;HSF4;CAMTA1;TFAP2A;EGR1;AUTS2;PDE2A;EBF1;NFATC2;PAX6;EBF4;FOS;FOXP4;KLF14;GRHL2;NFATC4;TNFRSF1A;TBX2;IMPACT;SP5;IRF6;ZFPM1;FGFR2,Hyper
9,GO_Biological_Process_2018,positive regulation of mesenchymal cell proliferation (GO:0002053),3/11,0.00013578524153320484,0.0166201135636642,0,0,39.285714285714285,349.8171296205254,SHH;PDGFA;FGFR2,Hyper
