/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-A1-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-A1-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-A13-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-A13-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-A14-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-A14-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-A2-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-A2-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-B1-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-B1-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-B13-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-B13-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-B14-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-B14-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-B2-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-B2-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-C1-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-C1-R2.fq.gz
/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-C13-R1.fq.gz,/ceph/gale-1/qzeng/Pool_AMB40_mm/AMB_220407_8wk_3F_4E_1_P1-1-I3/fastq/AMB_220407_8wk_3F_4E_1_P1-1-I3-C13-R2.fq.gz
